# Solar Sail Result from EirikSearch5 Beam Search Algorithm
# 2025-11-04 21:41:37.076542
# Sequence = [10, 7, 1, 2, 3, 2, 8, 7, 5, 6, 5, 7, 8, 6, 5, 6, 5, 7, 6, 5, 4, 2, 7, 6, 5, 7, 6, 7, 6, 7]
# Score without time bonus = 183.6506, Score with time bonus = 199.8083, Num Arcs = 60
# Valid = True
# body_id,flag,epoch,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,control_x,control_y,control_z
# Conic Arc (TOF = 2996.1 d)
0,0,3633905.454545453,-29919574138.200005,4692168297.110148,-1526920140.288255,38.409748836378,0.000000000595,0.000000002933,0.000000000000,0.000000000000,0.000000000000
0,0,262496415.47721064,-19970318848.698174,4691008565.123085,-1526542740.797501,38.466430193646,-0.011083834062,0.003606891964,0.000000000000,0.000000000000,0.000000000000
# Flyby Arc around Body 10
10,1,262496415.47721064,-19970318848.698174,4691008565.123085,-1526542740.797501,38.466430193646,-0.011083834062,0.003606891964,39.163162763641,1.522911015492,1.409270388327
10,1,262496415.47721064,-19970318848.698174,4691008565.123085,-1526542740.797501,37.583771180580,-8.858580706121,2.954622419947,38.280503750575,-7.324585856567,4.360285916309
# Conic Arc (TOF = 5402.9 d)
0,0,262496415.47721064,-19970318848.698174,4691008565.123085,-1526542740.797501,37.583771180580,-8.858580706121,2.954622419947,0.000000000000,0.000000000000,0.000000000000
0,0,729308461.6190448,-2313313304.844986,529449150.686898,-139091034.011345,38.863349492512,-9.155290840952,3.041984061416,0.000000000000,0.000000000000,0.000000000000
# Flyby Arc around Body 7
7,1,729308461.6190448,-2313313304.844986,529449150.686898,-139091034.011345,38.863349492512,-9.155290840952,3.041984061416,39.744701629359,-1.218187691123,2.473226748700
7,1,729308461.6190448,-2313313304.844986,529449150.686898,-139091034.011345,38.882555303994,-9.600055498171,2.387656411507,39.763907440841,-1.662952348342,1.818899098790
# Conic Arc (TOF = 632.1 d)
0,0,729308461.6190448,-2313313304.844986,529449150.686898,-139091034.011345,38.882555303994,-9.600055498171,2.387656411507,0.000000000000,0.000000000000,0.000000000000
